from,to
292723,218819
292723,1272651
292723,5786821412027130
292723,1289707
1079517,1308624
1079517,1530078
1079517,1003435
1079517,1015215
1079517,218819
1079517,1272651
1079517,5786821412027130
1079517,290120
1308624,1530078
1308624,1003435
1308624,1015215
1308624,218819
1308624,1272651
1308624,5786821412027130
1308624,290120
1308624,1555186
1530078,1003435
1530078,1015215
1530078,218819
1530078,1272651
1530078,5786821412027130
1530078,290120
1530078,1555186
1530078,134661
1003435,1015215
1003435,218819
1003435,1272651
1003435,5786821412027130
1003435,290120
1003435,1555186
1003435,134661
1003435,130224
1015215,218819
1015215,1272651
1015215,5786821412027130
1015215,290120
1015215,1555186
1015215,134661
1015215,130224
1015215,251729
218819,1272651
218819,5786821412027130
218819,290120
218819,1555186
218819,134661
218819,130224
218819,251729
218819,1096038
1272651,5786821412027130
1272651,290120
1272651,1555186
1272651,134661
1272651,130224
1272651,251729
1272651,5786821411030870
1272651,1096038
5786821412027130,290120
5786821412027130,1555186
5786821412027130,134661
5786821412027130,130224
5786821412027130,251729
5786821412027130,5786821411030870
5786821412027130,5786821412027119
5786821412027130,1096038
290120,1555186
290120,134661
290120,130224
290120,251729
290120,5786821411030870
290120,5786821412027119
290120,1477503
290120,1096038
1555186,134661
1555186,130224
1555186,251729
1555186,5786821411030870
1555186,5786821412027119
1555186,1477503
1555186,1237405
1555186,1096038
1555186,1146407
134661,130224
134661,251729
134661,5786821411030870
134661,5786821412027119
134661,1477503
134661,1237405
134661,1490377
134661,1458705
134661,1096038
134661,1146407
130224,251729
130224,5786821411030870
130224,5786821412027119
130224,1477503
130224,1237405
130224,1490377
130224,1458705
130224,211669
130224,1096038
130224,1146407
251729,5786821411030870
251729,5786821412027119
251729,1477503
251729,1237405
251729,1490377
251729,1458705
251729,211669
251729,1565630
251729,1096038
251729,1146407
5786821411030870,5786821412027119
5786821411030870,1477503
5786821411030870,1237405
5786821411030870,1490377
5786821411030870,1458705
5786821411030870,211669
5786821411030870,1565630
5786821411030870,1096038
5786821411030870,1146407
5786821412027119,1477503
5786821412027119,1237405
5786821412027119,1490377
5786821412027119,1458705
5786821412027119,211669
5786821412027119,1565630
5786821412027119,1096038
5786821412027119,1146407
5786821412027119,271166
1477503,1237405
1477503,1490377
1477503,1458705
1477503,211669
1477503,1565630
1477503,1096038
1477503,1146407
1477503,5786821411024919
1477503,271166
1237405,1490377
1237405,1458705
1237405,211669
1237405,1565630
1237405,1096038
1237405,1146407
1237405,5786821411024919
1237405,271166
1490377,1458705
1490377,211669
1490377,1565630
1490377,1096038
1490377,1146407
1490377,5786821411024919
1490377,271166
1458705,211669
1458705,1565630
1458705,1096038
1458705,1146407
1458705,5786821411024919
1458705,271166
211669,1565630
211669,1096038
211669,1146407
211669,5786821411024919
211669,271166
1565630,1096038
1565630,1146407
1565630,5786821411024919
1565630,271166
373112,1281112
1000007,1194998
22884,1240308
22884,1181749
22884,1384526
22884,23145
22884,1140519
22884,169460
22884,1274242
22884,120
22884,102782
22884,135816
1240308,1181749
1240308,1384526
1240308,23145
1240308,1140519
1240308,169460
1240308,1274242
1240308,120
1240308,1541792
1240308,102782
1240308,135816
1181749,1384526
1181749,23145
1181749,1140519
1181749,169460
1181749,1274242
1181749,120
1181749,1541792
1181749,1474486
1181749,214407
1181749,102782
1181749,135816
1384526,23145
1384526,1140519
1384526,169460
1384526,1274242
1384526,120
1384526,1541792
1384526,1474486
1384526,214407
1384526,224630
1384526,1168200
1384526,102782
1384526,135816
23145,1140519
23145,169460
23145,1274242
23145,120
23145,1541792
23145,1474486
23145,214407
23145,224630
23145,1168200
23145,1592593
23145,1501812
23145,135816
1140519,169460
1140519,1274242
1140519,120
1140519,1541792
1140519,1474486
1140519,214407
1140519,224630
1140519,1168200
1140519,1592593
1140519,1420989
1140519,373124
1140519,2449133521028313
1140519,1501812
169460,1274242
169460,120
169460,1541792
169460,1474486
169460,214407
169460,224630
169460,1168200
169460,1592593
169460,1420989
169460,373124
169460,1406473
169460,2449133521028313
169460,1501812
1274242,120
1274242,1541792
1274242,1474486
1274242,214407
1274242,224630
1274242,1168200
1274242,1592593
1274242,1420989
1274242,373124
1274242,1406473
1274242,1430448
1274242,2449133521028313
1274242,1501812
120,1541792
120,1474486
120,214407
120,224630
120,1168200
120,1592593
120,1420989
120,373124
120,1406473
120,1430448
120,1131016
120,2449133521028313
120,114393
120,1501812
1541792,1474486
1541792,214407
1541792,224630
1541792,1168200
1541792,1592593
1541792,1420989
1541792,373124
1541792,1406473
1541792,1430448
1541792,1131016
1541792,2449133521028313
1541792,114393
1541792,1501812
1474486,214407
1474486,224630
1474486,1168200
1474486,1592593
1474486,1420989
1474486,373124
1474486,1406473
1474486,1430448
1474486,1131016
1474486,1480820
1474486,2449133521028313
1474486,114393
1474486,33059
1474486,1501812
214407,224630
214407,1168200
214407,1592593
214407,1420989
214407,373124
214407,1406473
214407,1430448
214407,1131016
214407,1480820
214407,226491
214407,2449133521028313
214407,114393
214407,33059
214407,1501812
224630,1168200
224630,1592593
224630,1420989
224630,373124
224630,1406473
224630,1430448
224630,1131016
224630,1480820
224630,226491
224630,2449133521028313
224630,114393
224630,33059
224630,1501812
1168200,1592593
1168200,1420989
1168200,373124
1168200,1406473
1168200,1430448
1168200,1131016
1168200,1480820
1168200,226491
1168200,1349203
1168200,2449133521028313
1168200,114393
1168200,33059
1168200,1501812
1592593,1420989
1592593,373124
1592593,1406473
1592593,1430448
1592593,1131016
1592593,1480820
1592593,226491
1592593,1349203
1592593,118524
1592593,2449133521028313
1592593,114393
1592593,33059
1592593,1501812
1420989,373124
1420989,1406473
1420989,1430448
1420989,1131016
1420989,1480820
1420989,226491
1420989,1349203
1420989,118524
1420989,1392493
1420989,1276401
1420989,2449133521028313
1420989,114393
1420989,1501812
373124,1406473
373124,1430448
373124,1131016
373124,1480820
373124,226491
373124,1349203
373124,118524
373124,1392493
373124,1276401
373124,2449133521028313
373124,114393
373124,1501812
1406473,1430448
1406473,1131016
1406473,1480820
1406473,226491
1406473,1349203
1406473,118524
1406473,1392493
1406473,1276401
1406473,1439214
1406473,176361
1406473,2449133521028313
1406473,1378649
1406473,114393
1406473,1501812
1430448,1131016
1430448,1480820
1430448,226491
1430448,1349203
1430448,118524
1430448,1392493
1430448,1276401
1430448,1439214
1430448,176361
1430448,2449133521028313
1430448,1378649
1430448,114393
1430448,1501812
1131016,1480820
1131016,226491
1131016,1349203
1131016,118524
1131016,1392493
1131016,1276401
1131016,1439214
1131016,176361
1131016,1127255
1131016,2449133521028313
1131016,1378649
1131016,114393
1131016,1501812
1480820,226491
1480820,1349203
1480820,118524
1480820,1392493
1480820,1276401
1480820,1439214
1480820,176361
1480820,1127255
1480820,175587
1480820,2449133521028313
1480820,1378649
1480820,114393
1480820,1501812
226491,1349203
226491,118524
226491,1392493
226491,1276401
226491,1439214
226491,176361
226491,1127255
226491,175587
226491,1579145
226491,1378649
226491,114393
226491,1501812
1349203,118524
1349203,1392493
1349203,1276401
1349203,1439214
1349203,176361
1349203,1127255
1349203,175587
1349203,1579145
1349203,1378649
1349203,114393
1349203,1501812
118524,1392493
118524,1276401
118524,1439214
118524,176361
118524,1127255
118524,175587
118524,1579145
118524,243030
118524,1378649
118524,114393
118524,1501812
1392493,1276401
1392493,1439214
1392493,176361
1392493,1127255
1392493,175587
1392493,1579145
1392493,243030
1392493,1152440
1392493,1378649
1392493,114393
1392493,1501812
1276401,1439214
1276401,176361
1276401,1127255
1276401,175587
1276401,1579145
1276401,243030
1276401,1152440
1276401,1378649
1276401,1501812
1439214,176361
1439214,1127255
1439214,175587
1439214,1579145
1439214,243030
1439214,1530184
1439214,1152440
1439214,1378649
1439214,1501812
176361,1127255
176361,175587
176361,1579145
176361,243030
176361,1530184
176361,1152440
176361,1378649
176361,1501812
1127255,175587
1127255,1579145
1127255,243030
1127255,1530184
1127255,1077274
1127255,1152440
1127255,1378649
1127255,1501812
175587,1579145
175587,243030
175587,1530184
175587,1077274
175587,1152440
175587,1378649
1579145,243030
1579145,1530184
1579145,1077274
1579145,1152440
1579145,1378649
243030,1530184
243030,1077274
243030,1472153
243030,123572
243030,1152440
243030,1378649
129873,1422747
1564412,1159407
1564412,1322461
1564412,1300334
1564412,1304916
1564412,1375203
1564412,1559289
1564412,1060570
1159407,1322461
1159407,1300334
1159407,1304916
1159407,1375203
1159407,1559289
1159407,1060570
1236294,1150072
1236294,1302772
1465857,270128
1465857,1431395
1465857,225948
1465857,1506434
1465857,1017088
1465857,1216178
1465857,1017736
1051931,1164477
1051931,1253428
1051931,1173375
1051931,1390298
1051931,192387
1051931,134358
1051931,1448833
1051931,156519
1051931,1043447
1051931,1463190
1051931,1259460
1051931,1579296
1051931,259150
1051931,1495321
1051931,145273
1051931,1474228
1051931,1063719
1051931,1097062
1051931,1486171
1051931,1132170
1051931,1268915
1051931,1114410
1051931,1574952
1051931,120688
1051931,118970
1051931,1460904
1051931,1204766
1051931,242699
1051931,284796
1051931,1553150
1051931,209994
1051931,1267591
1051931,196975
1051931,1220398
1051931,1551297
1051931,1469110
1051931,1113657
1051931,1110003
1051931,1524283
1051931,1402604
1051931,1038956
1051931,1475525
1051931,1374495
1051931,1315235
1051931,1306405
1051931,362545
1051931,1525181
1051931,1328004
1051931,296950
1051931,337055
1164477,1253428
1164477,126964
1164477,1180756
1164477,1173375
1164477,1390298
1164477,192387
1164477,1326364
1164477,1196379
1164477,134358
1164477,1448833
1164477,156519
1164477,1043447
1164477,1463190
1164477,1259460
1164477,1579296
1164477,259150
1164477,1063719
1164477,1097062
1164477,1486171
1164477,1132170
1164477,1268915
1164477,1114410
1164477,1574952
1164477,120688
1164477,284796
1164477,209915
1164477,1330123
1164477,1220398
1164477,1551297
1164477,1402604
1164477,1038956
1164477,1475525
1164477,1374495
1164477,1525181
1164477,1328004
1164477,296950
1164477,337055
1253428,126964
1253428,1180756
1253428,1320064
1253428,1173375
1253428,1390298
1253428,192387
1253428,1326364
1253428,1196379
1253428,1264683
1253428,134358
1253428,1448833
1253428,156519
1253428,1043447
1253428,1463190
1253428,1259460
1253428,1063719
1253428,1097062
1253428,1486171
1253428,1132170
1253428,1268915
1253428,1114410
1253428,339471
1253428,1571066
1253428,1474580
1253428,1081782
1253428,114541
1253428,209915
1253428,1330123
1253428,1220398
1253428,1475525
1253428,1374495
1253428,296950
1253428,337055
126964,1180756
126964,1320064
126964,1365206
126964,1390298
126964,192387
126964,1326364
126964,1196379
126964,1264683
126964,1134905
126964,1097062
126964,347285
126964,1522040
126964,461428
126964,1544786
126964,170088
126964,1303309
126964,339471
126964,1571066
126964,1474580
126964,1081782
126964,114541
126964,209915
126964,1330123
126964,1220398
1180756,1320064
1180756,1365206
1180756,1385138
1180756,1390298
1180756,192387
1180756,1326364
1180756,1196379
1180756,1264683
1180756,1134905
1180756,1054523
1180756,347285
1180756,1522040
1180756,461428
1180756,1544786
1180756,170088
1180756,1303309
1180756,339471
1180756,1571066
1180756,1474580
1180756,1081782
1180756,114541
1180756,1456852
1180756,1220398
1320064,1365206
1320064,1385138
1320064,1027764
1320064,192387
1320064,1326364
1320064,1196379
1320064,1264683
1320064,1134905
1320064,1054523
1320064,244049
1320064,347285
1320064,1522040
1320064,461428
1320064,1544786
1320064,170088
1320064,1303309
1320064,339471
1320064,1456852
1365206,1385138
1365206,1027764
1365206,1358858
1365206,1326364
1365206,1196379
1365206,1264683
1365206,1134905
1365206,1054523
1365206,244049
1365206,216602
1365206,347285
1365206,1522040
1365206,461428
1365206,1544786
1365206,1456852
1385138,1027764
1385138,1358858
1385138,1228117
1385138,1196379
1385138,1264683
1385138,1134905
1385138,1054523
1385138,244049
1385138,216602
1385138,1178310
1385138,347285
1385138,1282197
1385138,1456852
1027764,1358858
1027764,1228117
1027764,1339288
1027764,1264683
1027764,1134905
1027764,1054523
1027764,244049
1027764,216602
1027764,1178310
1027764,262106
1027764,1282197
1027764,1456852
1358858,1228117
1358858,1339288
1358858,1385496
1358858,1134905
1358858,1054523
1358858,244049
1358858,216602
1358858,1178310
1358858,262106
1358858,21992
1358858,1282197
1358858,1456852
1228117,1339288
1228117,1385496
1228117,175199
1228117,1054523
1228117,244049
1228117,216602
1228117,1178310
1228117,262106
1228117,1478536
1228117,21992
1228117,1282197
1339288,1385496
1339288,175199
1339288,238769
1339288,244049
1339288,216602
1339288,1178310
1339288,262106
1339288,1478536
1339288,29108
1339288,21992
1339288,1282197
1385496,175199
1385496,238769
1385496,19311
1385496,216602
1385496,1178310
1385496,262106
1385496,1478536
1385496,29108
1385496,21992
1385496,1282197
175199,238769
175199,19311
175199,168779
175199,1178310
175199,262106
175199,1478536
175199,29108
175199,131778
175199,21992
175199,1282197
238769,19311
238769,168779
238769,262106
238769,1478536
238769,29108
238769,1007167
238769,131778
238769,21992
238769,139303
19311,168779
19311,100759
19311,1478536
19311,29108
19311,1007167
19311,1517064
19311,131778
19311,139303
168779,100759
168779,1541135
168779,29108
168779,1007167
168779,1517064
168779,131778
168779,139303
100759,1541135
100759,1550633
100759,176982
100759,1007167
100759,1517064
100759,131778
100759,139303
1541135,1550633
1541135,176982
1541135,103466
1541135,1007167
1541135,1517064
1541135,139303
1550633,176982
1550633,103466
1550633,1522590
1550633,1007167
1550633,1517064
176982,103466
176982,1522590
176982,1322649
176982,1222734
103466,1522590
103466,1322649
103466,1222734
103466,1139862
103466,1534982
1522590,1322649
1522590,1222734
1522590,1139862
1522590,1191350
1522590,1534982
1522590,1564805
1522590,1551349
1522590,326788
1322649,1222734
1322649,1139862
1322649,1191350
1322649,1175676
1322649,1534982
1322649,1564805
1322649,1381626
1322649,1551349
1322649,1368317
1322649,123387
1322649,326788
1222734,1139862
1222734,1191350
1222734,1175676
1222734,1130567
1222734,1534982
1222734,1564805
1222734,1381626
1222734,1551349
1222734,1368317
1222734,123387
1222734,326788
1139862,1191350
1139862,1175676
1139862,1130567
1139862,139617
1139862,1534982
1139862,1564805
1139862,1261017
1139862,1160702
1139862,1381626
1139862,1551349
1139862,1368317
1139862,123387
1139862,326788
1139862,230734
1191350,1175676
1191350,1130567
1191350,139617
1191350,1534982
1191350,1564805
1191350,1261017
