from,to
1517021,122134
1517021,1038599
1175338,110143
1175338,235711
1175338,274584
1175338,1171978
110143,235711
110143,274584
235711,274584
235711,1171978
274584,1171978
274584,1139427
1171978,1139427
1171978,136056
1139427,136056
136056,1019839
136056,1346646
1536602,1487237
1536602,1495799
1536602,1130501
1536602,1275939
1536602,357088
1536602,1528695
1536602,1122148
1536602,1052169
1487237,1495799
1487237,1130501
1487237,1275939
1487237,1028119
1487237,1163484
1487237,357088
1487237,259259
1487237,1167919
1487237,227607
1487237,1528695
1487237,1122148
1487237,1052169
1495799,1130501
1495799,1275939
1495799,1028119
1495799,1163484
1495799,357088
1495799,259259
1495799,1167919
1495799,227607
1495799,1528695
1495799,1122148
1495799,1052169
1130501,1275939
1130501,1028119
1130501,1163484
1130501,357088
1130501,259259
1130501,1167919
1130501,227607
1130501,1528695
1130501,1122148
1130501,1052169
125216,370212
125216,1194130
125216,1425128
370212,1400700
370212,1194130
370212,1425128
1395310,1460485
1127691,194680
1550204,183946
1057116,1034359
1070774,1422161
1338139,1244885
1338139,1112705
1338139,1588029
1244885,1112705
1244885,1588029
135409,1161054
1534252,1088767
1534252,1019615
1088767,1019615
1088767,1459879
1360957,1185417
1208311,1141529
1208311,1127713
1208311,1501505
1208311,1360485
1208311,1450610
1208311,138144
1020326,1074732
1141529,1125526
1141529,1127713
1141529,167497
1141529,1310034
1141529,1202538
1141529,1501505
1141529,243320
1141529,1360485
1141529,1450610
1141529,138144
180418,1489522
180418,400242
180418,1416623
180418,254323
180418,249848
1489522,400242
1489522,1416623
1489522,254323
1489522,249848
400242,1416623
400242,254323
400242,249848
1231211,1531463
1231211,1161792
1416623,254323
1416623,249848
254323,249848
1531463,1161792
1531463,153431
1531463,1565254
1210998,1569878
1569691,1366714
1569691,1330751
1569691,100563
1569691,1399598
1569691,1424427
1569691,1444122
1569691,1373524
1569691,1143103
1569691,1183104
1569691,1423333
1569691,1481407
1569691,1498194
1366714,1201888
1366714,1441077
1201888,1441077
1201888,1400403
1179826,1122664
1179826,1503238
1179826,1340940
1179826,217199
1122664,1503238
1122664,1118752
1122664,1340940
1122664,1336226
1122664,217199
1122664,225328
1122664,1100956
1503238,1118752
1503238,1340940
1503238,1336226
1503238,217199
1503238,225328
1503238,1100956
1118752,1340940
1118752,1336226
1118752,217199
1118752,225328
1118752,1100956
1118752,1482793
1441077,1400403
1400403,1074493
1340940,1336226
1340940,217199
1340940,225328
1340940,1100956
1336226,217199
1336226,225328
1336226,1100956
1215590,1493977
1215590,1538958
1215590,1501505
1215590,243320
1215590,1360485
1125867,1105766
1125867,1095807
1125867,1065719
1125867,1235032
1125867,1590169
1125867,1589527
1125867,1150726
1276341,1100276
1276341,1248359
1100276,1248359
1410294,179244
179244,1007553
1007553,1446769
1580489,1271689
1580489,131546
1580489,1214605
1580489,1584484
1580489,1165087
1580489,1519420
1580489,1188236
1580489,1108534
1271689,131546
1271689,1214605
1271689,1584484
1271689,1165087
1271689,1519420
1271689,1188236
1271689,1108534
131546,1214605
131546,1584484
131546,1165087
131546,1519420
131546,1188236
131546,1108534
1181757,1152134
1181757,1493100
1181757,1131628
1181757,1366594
1152134,1366594
1013772,36962
1013027,233314
1013027,1069075
233314,1069075
233314,1062024
233314,107770
233314,1094630
1574415,1327802
1574415,1461652
1574415,1359361
1574415,1445672
1574415,1206079
1574415,1331633
1574415,127520
1574415,100560
1574415,1573691
1327802,1461652
1327802,1359361
1327802,1445672
1327802,1206079
1327802,1331633
1327802,100560
1327802,1573691
1461652,1359361
1461652,1445672
1461652,1206079
1461652,1331633
1461652,127520
1461652,100560
1461652,1573691
1359361,1445672
1359361,1206079
1359361,1331633
1359361,127520
1359361,1361801
1359361,100560
1359361,1573691
1445672,1206079
1445672,1331633
1445672,127520
1445672,1361801
1445672,100560
1445672,1573691
1206079,1331633
1206079,127520
1206079,1361801
1331633,127520
1331633,1361801
127520,1361801
127520,1384305
1361801,1344265
1361801,1013998
1361801,1384305
189186,1435922
189186,19704
189186,203327
189186,1084471
1435922,19704
1435922,203327
1435922,1084471
19704,203327
19704,1084471
203327,1084471
1025169,1329774
1025169,1548581
1329774,1548581
1095477,1531606
1095477,153676
1095477,1292605
1095477,1078847
1095477,1408705
1095477,263603
1095477,1503734
1095477,1178703
1095477,190178
1095477,1341315
1095477,1563475
1095477,1471487
1095477,1235419
1095477,259877
1095477,155493
1095477,133412
1585834,1376164
1585834,1511798
1585834,1412661
1585834,1511107
1585834,108955
1376164,1511798
1376164,1412661
1376164,1511107
1376164,108955
1511798,1412661
1511798,1511107
1511798,108955
1149768,1536866
1149768,117337
1149768,1029592
1149768,1544378
1536866,1524740
287086,194716
287086,1413559
194716,102303
194716,299341
194716,1327117
194716,134295
194716,19057
194716,140606
102303,299341
102303,1327117
102303,134295
102303,19057
102303,140606
299341,1327117
299341,134295
299341,19057
299341,140606
1327117,134295
1327117,19057
1327117,140606
134295,19057
134295,140606
19057,140606
1575946,132155
1243706,1325110
1243706,1178304
119364,1481076
211685,1094273
1592044,111580
1592044,1082209
1592044,280870
1592044,205595
1592044,1115498
1592044,1076711
1592044,1006518
1592044,1134914
1592044,1258682
1592044,1325157
1592044,1521069
1082209,280870
1082209,205595
1082209,1115498
1082209,1076711
1082209,1006518
1082209,1134914
1082209,1258682
1082209,1521069
280870,205595
280870,1115498
280870,1076711
280870,1006518
280870,1134914
280870,1258682
280870,1521069
205595,1115498
205595,1076711
205595,1006518
205595,1134914
205595,1258682
205595,1521069
1115498,1076711
1115498,1006518
1115498,1134914
1115498,1258682
1115498,1325157
1115498,1521069
1431561,1102006
1431561,1549007
1431561,1316771
1102006,1549007
1102006,1316771
1549007,1316771
1096107,1320460
1096107,1091952
1096107,1265911
1096107,1105239
1096107,1547475
1096107,104208
1096107,1170980
1096107,133031
1096107,1064724
1096107,1083370
1096107,252740
1096107,1169866
1320460,1091952
1320460,1265911
1320460,1547475
1320460,104208
1320460,1170980
1320460,133031
1320460,1064724
1320460,1083370
1320460,252740
1320460,1169866
1091952,1011310
1091952,1571525
1091952,1265911
1091952,133031
1091952,1064724
1091952,1083370
1091952,252740
1091952,1169866
1011310,1519349
1011310,1138715
1011310,1571525
1011310,105872
1519349,1138715
1519349,1571525
1519349,105872
1519349,166270
1138715,1039319
1138715,105872
1138715,166270
1138715,1343966
1039319,191610
1039319,105872
1039319,166270
1039319,1343966
191610,166270
191610,1343966
105872,166270
105872,1343966
166270,1343966
117034,19920
1103418,1305456
1244550,1384664
1244550,14217
1244550,186922
1244550,43914
1244550,1000551
1244550,1437855
1244550,419786
1244550,1188867
1244550,1263382
1244550,1579713
1244550,1423113
1244550,1528647
1180372,1087170
1180372,1234666
1180372,284049
1087170,1234666
1087170,284049
1234666,284049
1343311,1271970
1343311,1137080
1343311,1231728
1271970,1137080
1271970,1231728
1137080,1231728
1550155,381124
1550155,125433
1550155,1167655
1550155,1246624
1550155,1251388
1081802,1082151
1081802,185690
1081802,1034687
1081802,153346
1081802,1332088
1081802,1196340
1081802,1320337
1081802,120248
1081802,1181943
1284405,1385401
1284405,161283
1284405,1300453
1284405,1530675
1284405,1043626
1523162,10362
1523162,1471356
1523162,1070302
10362,1471356
10362,1070302
10362,1276480
10362,1422530
1471356,1070302
1471356,1276480
1471356,1422530
1471356,1389712
1070302,1276480
1070302,1422530
1070302,1389712
1276480,1422530
1276480,1389712
1177188,1310077
407234,1309837
407234,1318836
1309837,1318836
1318836,1530913
231955,1097485
267088,203902
267088,1350273
203902,1350273
1538864,1525687
1525687,1301213
1115146,5786821412025660
5786821412025660,1226353
5786821412025660,5786821413026289
1226353,5786821413026289
1226353,309468
5786821413026289,309468
5786821413026289,1176648
309468,1176648
309468,155113
309468,1130019
1176648,155113
1176648,1130019
1176648,1222513
1176648,1521132
1176648,1286671
1176648,1088478
155113,1130019
155113,1222513
155113,1521132
155113,1286671
155113,1088478
155113,1206072
155113,1397198
155113,1215911
1130019,1222513
1130019,1521132
1130019,1286671
1130019,1088478
1130019,1206072
1130019,1397198
1130019,1215911
1130019,1391184
1130019,1242022
1130019,5786821411031500
1222513,1521132
1222513,1286671
1222513,1088478
1222513,1206072
1222513,1397198
1222513,1215911
1222513,1391184
1222513,1242022
1222513,5786821411031500
1521132,1286671
1521132,1088478
1521132,1206072
1521132,1397198
1521132,1215911
1521132,1391184
1521132,1242022
1521132,173865
1521132,5786821411031500
1286671,1088478
1286671,1206072
1286671,1397198
1286671,1215911
1286671,1391184
1286671,1242022
1286671,173865
1286671,1239932
1286671,5786821411031500
1088478,1206072
1088478,1397198
1088478,1215911
1088478,1391184
1088478,1242022
1088478,173865
1088478,1239932
1088478,1423229
1088478,5786821411031500
1206072,1397198
1206072,1215911
1206072,1391184
1206072,1242022
1206072,173865
1206072,1239932
1206072,1423229
1206072,1101582
1206072,5786821411031500
1397198,1215911
1397198,1391184
1397198,1242022
1397198,173865
1397198,1239932
1397198,1423229
1397198,1101582
1397198,1125936
1397198,5786821411031500
1215911,1391184
1215911,1242022
1215911,173865
1215911,1239932
1215911,1423229
1215911,1101582
1215911,1125936
1215911,333236
1215911,5786821411031500
1391184,1242022
1391184,173865
1391184,1239932
1391184,1423229
1391184,1101582
1391184,1125936
1391184,333236
1391184,238175
1391184,5786821411031500
1242022,173865
1242022,1239932
1242022,1423229
1242022,1101582
1242022,1125936
1242022,333236
1242022,238175
1242022,36768
1242022,5786821411031500
173865,1239932
173865,1423229
173865,1101582
173865,1125936
173865,333236
173865,238175
173865,36768
173865,1270066
173865,116477
173865,5786821411031500
1239932,1423229
1239932,1101582
1239932,1125936
1239932,333236
1239932,238175
1239932,36768
1239932,1270066
1239932,116477
1239932,1129527
1239932,5786821411031500
1423229,1101582
1423229,1125936
1423229,333236
1423229,238175
1423229,36768
1423229,1270066
1423229,116477
1423229,1129527
1423229,5786821411031500
1101582,1125936
1101582,333236
1101582,238175
1101582,36768
1101582,1270066
1101582,116477
1101582,1129527
1101582,1435506
1101582,5786821411031500
1125936,333236
1125936,238175
1125936,36768
1125936,1270066
1125936,116477
1125936,1129527
1125936,1435506
1125936,5786821411028782
1125936,5786821411031500
1125936,5786821411025647
333236,238175
333236,36768
333236,1270066
333236,116477
333236,1129527
333236,1435506
333236,5786821411028782
333236,5786821411031500
333236,5786821411025647
238175,36768
238175,1270066
238175,116477
238175,1129527
238175,1435506
238175,5786821411028782
238175,1375482
238175,5786821411031500
238175,5786821411025647
238175,5786821413027911
36768,1270066
36768,116477
36768,1129527
36768,1435506
36768,5786821411028782
36768,1375482
36768,1324600
36768,5786821411025647
36768,5786821413027911
1270066,116477
1270066,1129527
1270066,1435506
1270066,5786821411028782
1270066,1375482
1270066,1324600
1270066,5786821411025647
1270066,5786821413027911
116477,1129527
116477,1435506
116477,5786821411028782
116477,1375482
116477,1324600
116477,1118001
116477,5786821411025647
116477,5786821413027911
1129527,1435506
1129527,5786821411028782
1129527,1375482
1129527,1324600
1129527,1118001
1129527,1217720
1129527,5786821411025647
1129527,5786821413027911
1435506,5786821411028782
1435506,1375482
1435506,1324600
1435506,1118001
1435506,1217720
1435506,378963
1435506,1406955
1435506,5786821411025647
1435506,5786821413027911
5786821411028782,1375482
5786821411028782,1324600
5786821411028782,1118001
5786821411028782,1217720
5786821411028782,378963
5786821411028782,1406955
5786821411028782,1548267
5786821411028782,5786821411025647
5786821411028782,5786821413027911
1375482,1324600
1375482,1118001
1375482,1217720
1375482,378963
1375482,1406955
1375482,1548267
1375482,195964
1375482,1289817
1375482,5786821411025647
1375482,5786821413027911
1324600,1118001
1324600,1217720
1324600,378963
1324600,1406955
1324600,1548267
1324600,195964
1324600,1289817
1324600,242729
1324600,5786821411025647
1324600,5786821413027911
1118001,1217720
1118001,378963
1118001,1406955
1118001,1548267
1118001,195964
1118001,1289817
1118001,242729
1118001,5786821412025805
1118001,5786821411025647
1118001,5786821413027911
1217720,378963
1217720,1406955
1217720,1548267
1217720,195964
1217720,1289817
1217720,242729
1217720,5786821412025805
1217720,5786821411025647
1217720,5786821413027911
378963,1406955
378963,1548267
378963,195964
378963,1289817
378963,242729
378963,5786821412025805
378963,5786821411025647
378963,5786821413027911
378963,1142708
1406955,1548267
1406955,195964
1406955,1289817
1406955,242729
1406955,5786821412025805
1406955,5786821411025647
1406955,5786821413027911
1406955,1142708
1548267,195964
1548267,1289817
1548267,242729
1548267,5786821412025805
1548267,5786821411025647
1548267,5786821413027911
1548267,1142708
195964,1289817
195964,242729
195964,5786821412025805
195964,5786821413027911
195964,1142708
1289817,242729
1289817,5786821412025805
1289817,5786821413027911
1289817,1142708
242729,5786821412025805
242729,1142708
5786821412025805,291552
5786821412025805,1142708
5786821411025647,5786821413027911
1326929,209184
1326929,151383
1326929,35043
1326929,1131873
1326929,1506302
10348,26731
10348,5786821413027347
10348,1115114
1368911,1045902
1440827,1100616
1440827,1101462
1440827,1426754
1100616,1224251
1224251,171140
1188151,420301
420301,118283
118283,1225122
118283,1042970
1225122,1277855
1225122,1042970
1225122,1111764
1277855,1085502
1277855,1042970
1277855,1111764
1277855,1502837
1078484,1127822
1078484,104822
1085502,1337673
1085502,1111764
1085502,1502837
1337673,179937
179937,115558
115558,1126063
1126063,1453
1126063,187311
1453,1455094
1453,187311
1455094,1127822
104822,305682
305682,1043291
1043291,1084089
1084089,1313500
1313500,1565273
1565273,1577415
1360835,1587599
1360835,249514
1360835,1028025
1055176,260552
1055176,1461229
260552,1345800
260552,1417839
260552,1215081
260552,39093
260552,1485395
260552,1461229
1345800,189008
1345800,1417839
1345800,1215081
1345800,39093
1345800,1082011
1345800,1485395
189008,260750
189008,1215081
189008,1082011
189008,1485395
260750,315531
260750,1082011
1577415,1587599
1587599,249514
1042970,1111764
1111764,1502837
208045,1292672
208045,1544393
208045,126086
1501160,1364026
1501160,1113328
1501160,1518696
1501160,1155203
1127589,1070418
1127589,225244
1070418,1056965
1041328,413714
106708,1107040
106708,1068850
106708,1262878
106708,1223194
1364026,1366397
1364026,1113328
1364026,1518696
1457733,1359623
1457733,1437228
1457733,1322793
1359623,1437228
1359623,1322793
1405024,5786821411025004
1405024,5786821413026951
1405024,346587
1405024,126165
1147468,1286060
1147468,1027657
1147468,1065469
1147468,126165
1147468,1305825
108175,300368
108175,1052019
108175,1219868
1286060,1027657
1286060,1065469
1286060,1305825
10246,1583949
10246,128158
10246,300368
10246,1339796
10246,191014
10246,1052019
10246,261634
10246,324920
10246,1497528
10246,1273011
1583949,128158
1583949,1339796
1583949,191014
1583949,179455
1583949,108694
1583949,178400
1583949,261634
1583949,324920
1583949,1497528
1583949,1273011
5786821411025004,5786821413026951
5786821411025004,1362454
5786821411025004,346587
5786821411025004,126165
5786821413026951,1322974
5786821413026951,1362454
5786821413026951,1536576
5786821413026951,346587
1322974,1090116
1322974,1362454
1322974,1536576
1322974,346587
1090116,1508453
1090116,1536576
26731,1115114
5786821413027347,5786821412027692
5786821413027347,1115114
5786821413027347,1274699
5786821412027692,219087
5786821412027692,1274699
5786821412027692,117525
5786821412027692,1109599
5786821412027692,210613
219087,169900
219087,1274699
219087,117525
219087,1109599
219087,210613
169900,1535965
169900,117525
169900,1109599
169900,210613
1535965,5786821411026702
1535965,1523396
1535965,1109599
1535965,210613
5786821411026702,1523396
1352695,1212432
1352695,1044949
1352695,1414265
1212432,1044949
1450406,1584304
1450406,1232182
1584304,5786821411025953
1584304,1232182
5786821411025953,1216433
5786821411025953,1232182
1216433,1232182
199476,1117327
199476,1037422
1117327,1070610
1117327,1269385
1117327,1202606
1117327,1037422
1117327,1147766
1070610,1039357
1070610,293143
1070610,1167707
1070610,1269385
1070610,1202606
1070610,330592
1070610,1274171
1070610,1037422
1070610,1289707
1070610,1147766
1039357,293143
1039357,1167707
1039357,5786821411023891
1039357,1124775
1039357,230689
1039357,5786821411026083
1039357,1509178
1039357,1269385
1039357,1202606
1039357,330592
1039357,1274171
1039357,5786821411023622
1039357,5786821411027560
1039357,292723
1039357,1079517
1039357,1308624
1039357,1289707
1039357,1147766
293143,1167707
293143,5786821411023891
293143,1124775
293143,230689
293143,5786821411026083
293143,1509178
293143,1269140
293143,5786821411026023
293143,5786821411032289
293143,1269385
293143,1202606
293143,330592
293143,1274171
293143,5786821411023622
293143,5786821411027560
293143,292723
293143,1079517
293143,1308624
293143,1530078
293143,1003435
293143,1289707
1167707,5786821411023891
1167707,1124775
1167707,230689
1167707,5786821411026083
1167707,1509178
1167707,1269140
1167707,5786821411026023
1167707,5786821411032289
1167707,5786821411029164
1167707,1269385
1167707,1202606
1167707,330592
1167707,1274171
1167707,5786821411023622
1167707,5786821411027560
1167707,292723
1167707,1079517
1167707,1308624
1167707,1530078
1167707,1003435
1167707,1015215
1167707,1289707
5786821411023891,1124775
5786821411023891,230689
5786821411023891,5786821411026083
5786821411023891,1509178
5786821411023891,1269140
5786821411023891,5786821411026023
5786821411023891,5786821411032289
5786821411023891,5786821411029164
5786821411023891,1202606
5786821411023891,330592
5786821411023891,1274171
5786821411023891,5786821411023622
5786821411023891,5786821411027560
5786821411023891,292723
5786821411023891,1079517
5786821411023891,1308624
5786821411023891,1530078
5786821411023891,1003435
5786821411023891,1015215
5786821411023891,218819
5786821411023891,1289707
1124775,230689
1124775,5786821411026083
1124775,1509178
1124775,1269140
1124775,5786821411026023
1124775,5786821411032289
1124775,5786821411029164
1124775,5786821412027100
1124775,1202606
1124775,330592
1124775,1274171
1124775,5786821411023622
1124775,5786821411027560
1124775,292723
1124775,1079517
1124775,1308624
1124775,1530078
1124775,1003435
1124775,1015215
1124775,218819
1124775,1272651
1124775,1289707
230689,5786821411026083
230689,1509178
230689,1269140
230689,5786821411026023
230689,5786821411032289
230689,5786821411029164
230689,5786821412027100
230689,1443762
230689,1202606
230689,330592
230689,1274171
230689,5786821411023622
230689,5786821411027560
230689,292723
230689,1079517
230689,1308624
230689,1530078
230689,1003435
230689,1015215
230689,218819
230689,1272651
230689,5786821412027130
230689,1289707
5786821411026083,1509178
5786821411026083,1269140
5786821411026083,5786821411026023
5786821411026083,5786821411032289
5786821411026083,5786821411029164
5786821411026083,5786821412027100
5786821411026083,1443762
5786821411026083,5786821411028398
5786821411026083,330592
5786821411026083,1274171
5786821411026083,5786821411023622
5786821411026083,5786821411027560
5786821411026083,292723
5786821411026083,1079517
5786821411026083,1308624
5786821411026083,1530078
5786821411026083,1003435
5786821411026083,1015215
5786821411026083,218819
5786821411026083,1272651
5786821411026083,5786821412027130
5786821411026083,290120
5786821411026083,1289707
1509178,1269140
1509178,5786821411026023
1509178,5786821411032289
1509178,5786821411029164
1509178,5786821412027100
1509178,1443762
1509178,5786821411028398
1509178,1199202
1509178,330592
1509178,1274171
1509178,5786821411023622
1509178,5786821411027560
1509178,292723
1509178,1079517
1509178,1308624
1509178,1530078
1509178,1003435
1509178,1015215
1509178,218819
1509178,1272651
1509178,5786821412027130
1509178,290120
1509178,1555186
1269140,5786821411026023
1269140,5786821411032289
1269140,5786821411029164
1269140,5786821412027100
1269140,1443762
1269140,5786821411028398
1269140,1199202
1269140,1240116
1269140,330592
1269140,1274171
1269140,5786821411023622
1269140,5786821411027560
1269140,292723
1269140,1079517
1269140,1308624
1269140,1530078
1269140,1003435
1269140,1015215
1269140,218819
1269140,1272651
1269140,5786821412027130
1269140,290120
1269140,1555186
1269140,134661
5786821411026023,5786821411032289
5786821411026023,5786821411029164
5786821411026023,5786821412027100
5786821411026023,1443762
5786821411026023,5786821411028398
5786821411026023,1199202
5786821411026023,1240116
5786821411026023,1335915
5786821411026023,1274171
5786821411026023,5786821411023622
5786821411026023,5786821411027560
5786821411026023,292723
5786821411026023,1079517
5786821411026023,1308624
5786821411026023,1530078
5786821411026023,1003435
5786821411026023,1015215
5786821411026023,218819
5786821411026023,1272651
5786821411026023,5786821412027130
5786821411026023,290120
5786821411026023,1555186
5786821411026023,134661
5786821411026023,130224
5786821411032289,5786821411029164
5786821411032289,5786821412027100
5786821411032289,1443762
5786821411032289,5786821411028398
5786821411032289,1199202
5786821411032289,1240116
5786821411032289,1335915
5786821411032289,1274171
5786821411032289,5786821411023622
5786821411032289,5786821411027560
5786821411032289,292723
5786821411032289,1079517
5786821411032289,1308624
5786821411032289,1530078
5786821411032289,1003435
5786821411032289,1015215
5786821411032289,218819
5786821411032289,1272651
5786821411032289,5786821412027130
5786821411032289,290120
5786821411032289,1555186
5786821411032289,134661
5786821411032289,130224
5786821411029164,5786821412027100
5786821411029164,1443762
5786821411029164,5786821411028398
5786821411029164,1199202
5786821411029164,1240116
5786821411029164,1335915
5786821411029164,1480604
5786821411029164,1274171
5786821411029164,5786821411023622
5786821411029164,5786821411027560
5786821411029164,292723
5786821411029164,1079517
5786821411029164,1308624
5786821411029164,1530078
5786821411029164,1003435
5786821411029164,1015215
5786821411029164,218819
5786821411029164,1272651
5786821411029164,5786821412027130
5786821411029164,290120
5786821411029164,1555186
5786821411029164,134661
5786821411029164,130224
5786821411029164,251729
5786821411029164,1096038
5786821412027100,1443762
5786821412027100,5786821411028398
5786821412027100,1199202
5786821412027100,1240116
5786821412027100,1335915
5786821412027100,1480604
5786821412027100,271520
5786821412027100,5786821411023622
5786821412027100,5786821411027560
5786821412027100,292723
5786821412027100,1079517
5786821412027100,1308624
5786821412027100,1530078
5786821412027100,1003435
5786821412027100,1015215
5786821412027100,218819
5786821412027100,1272651
5786821412027100,5786821412027130
5786821412027100,290120
5786821412027100,1555186
5786821412027100,134661
5786821412027100,130224
5786821412027100,251729
5786821412027100,5786821411030870
5786821412027100,1096038
1443762,5786821411028398
1443762,1199202
1443762,1240116
1443762,1335915
1443762,1480604
1443762,271520
1443762,1069742
1443762,5786821411027560
1443762,292723
1443762,1079517
1443762,1308624
1443762,1530078
1443762,1003435
1443762,1015215
1443762,218819
1443762,1272651
1443762,5786821412027130
1443762,290120
1443762,1555186
1443762,134661
1443762,130224
1443762,251729
1443762,5786821411030870
1443762,5786821412027119
1443762,1096038
5786821411028398,1199202
5786821411028398,1240116
5786821411028398,1335915
5786821411028398,1480604
5786821411028398,271520
5786821411028398,1069742
5786821411028398,1525108
5786821411028398,292723
5786821411028398,1079517
5786821411028398,1308624
5786821411028398,1530078
5786821411028398,1003435
5786821411028398,1015215
5786821411028398,218819
5786821411028398,1272651
5786821411028398,5786821412027130
5786821411028398,290120
5786821411028398,1555186
5786821411028398,134661
5786821411028398,130224
5786821411028398,251729
5786821411028398,5786821411030870
5786821411028398,5786821412027119
5786821411028398,1477503
5786821411028398,1096038
1199202,1240116
1199202,1335915
1199202,1480604
1199202,271520
1199202,1069742
1199202,1525108
1199202,1386932
1199202,1079517
1199202,1308624
1199202,1530078
1199202,1003435
1199202,1015215
1199202,218819
1199202,1272651
1199202,5786821412027130
1199202,290120
1199202,1555186
1199202,134661
1199202,130224
1199202,251729
1199202,5786821411030870
1199202,5786821412027119
1199202,1477503
1199202,1237405
1199202,1096038
1199202,1146407
1240116,1335915
1240116,1480604
1240116,271520
1240116,1069742
1240116,1525108
1240116,1386932
1240116,5786821411026503
1240116,1014591
1240116,1530078
1240116,1003435
1240116,1015215
1240116,218819
1240116,1272651
1240116,5786821412027130
1240116,290120
1240116,1555186
1240116,134661
1240116,130224
1240116,251729
1240116,5786821411030870
1240116,5786821412027119
1240116,1477503
1240116,1237405
1240116,1490377
1240116,1458705
1240116,1096038
1240116,1146407
1335915,1480604
1335915,271520
1335915,1069742
1335915,1525108
1335915,1386932
1335915,5786821411026503
1335915,1014591
1335915,107664
1335915,1003435
1335915,1015215
1335915,218819
1335915,1272651
1335915,5786821412027130
1335915,290120
1335915,1555186
1335915,134661
1335915,130224
1335915,251729
1335915,5786821411030870
1335915,5786821412027119
1335915,1477503
1335915,1237405
1335915,1490377
1335915,1458705
1335915,211669
1335915,1096038
1335915,1146407
1480604,271520
1480604,1069742
1480604,1525108
1480604,1386932
1480604,5786821411026503
1480604,1014591
1480604,107664
1480604,1103660
1480604,1015215
1480604,218819
1480604,1272651
1480604,5786821412027130
1480604,290120
1480604,1555186
1480604,134661
1480604,130224
1480604,251729
1480604,5786821411030870
1480604,5786821412027119
1480604,1477503
1480604,1237405
1480604,1490377
1480604,1458705
1480604,211669
1480604,1565630
1480604,1096038
1480604,1146407
271520,1069742
271520,1525108
271520,1386932
271520,5786821411026503
271520,1014591
271520,107664
271520,1103660
271520,1272651
271520,5786821412027130
271520,290120
271520,1555186
271520,134661
271520,130224
271520,251729
271520,5786821411030870
271520,5786821412027119
271520,1477503
271520,1237405
271520,1490377
271520,1458705
271520,211669
271520,1565630
271520,1096038
271520,1146407
1069742,1525108
1069742,1386932
1069742,5786821411026503
1069742,1014591
1069742,107664
1069742,1103660
1069742,5786821412027130
1069742,290120
1069742,1555186
1069742,134661
1069742,130224
1069742,251729
1069742,5786821411030870
1069742,5786821412027119
1069742,1477503
1069742,1237405
1069742,1490377
1069742,1458705
1069742,211669
1069742,1565630
1069742,1096038
1069742,1146407
1069742,271166
1525108,1386932
1525108,5786821411026503
1525108,1014591
1525108,107664
1525108,1103660
1525108,290120
1525108,1555186
1525108,134661
1525108,130224
1525108,251729
1525108,5786821411030870
1525108,5786821412027119
1525108,1477503
1525108,1237405
1525108,1490377
1525108,1458705
1525108,211669
1525108,1565630
1525108,1096038
1525108,1146407
1525108,5786821411024919
1525108,271166
1386932,5786821411026503
1386932,1014591
1386932,107664
1386932,1103660
1386932,1555186
1386932,134661
1386932,130224
1386932,251729
1386932,5786821411030870
1386932,5786821412027119
1386932,1477503
1386932,1237405
1386932,1490377
1386932,1458705
1386932,211669
1386932,1565630
1386932,1096038
1386932,1146407
1386932,5786821411024919
1386932,271166
5786821411026503,1014591
5786821411026503,107664
5786821411026503,1103660
5786821411026503,134661
5786821411026503,130224
5786821411026503,251729
5786821411026503,5786821411030870
5786821411026503,5786821412027119
5786821411026503,1477503
5786821411026503,1237405
5786821411026503,1490377
5786821411026503,1458705
5786821411026503,211669
5786821411026503,1565630
5786821411026503,1096038
5786821411026503,1146407
5786821411026503,5786821411024919
5786821411026503,271166
1014591,107664
1014591,1103660
1014591,134661
1014591,130224
1014591,251729
1014591,5786821411030870
1014591,5786821412027119
1014591,1477503
1014591,1237405
1014591,1490377
1014591,1458705
1014591,211669
1014591,1565630
1014591,1096038
1014591,1146407
1014591,5786821411024919
1014591,271166
107664,1103660
107664,130224
107664,251729
107664,5786821411030870
107664,5786821412027119
107664,1477503
107664,1237405
107664,1490377
107664,1458705
107664,211669
107664,1565630
107664,1096038
107664,1146407
107664,5786821411024919
107664,271166
1103660,251729
1103660,5786821411030870
1103660,5786821412027119
1103660,1477503
1103660,1237405
1103660,1490377
1103660,1458705
1103660,211669
1103660,1565630
1103660,1096038
1103660,1146407
1103660,5786821411024919
1103660,271166
1362454,1536576
1362454,346587
1274699,117525
1274699,1109599
1274699,210613
1044949,1414265
1269385,1202606
1269385,330592
1269385,1274171
1269385,1037422
1269385,1289707
1269385,1147766
1202606,330592
1202606,1274171
1202606,5786821411023622
1202606,5786821411027560
1202606,292723
1202606,1289707
1202606,1147766
330592,1274171
330592,5786821411023622
330592,5786821411027560
330592,292723
330592,1079517
330592,1308624
330592,1530078
330592,1289707
330592,1147766
1274171,5786821411023622
1274171,5786821411027560
1274171,292723
1274171,1079517
1274171,1308624
1274171,1530078
1274171,1003435
1274171,1015215
1274171,1289707
5786821411023622,5786821411027560
5786821411023622,292723
5786821411023622,1079517
5786821411023622,1308624
5786821411023622,1530078
5786821411023622,1003435
5786821411023622,1015215
5786821411023622,218819
5786821411023622,1289707
5786821411027560,292723
5786821411027560,1079517
5786821411027560,1308624
5786821411027560,1530078
5786821411027560,1003435
5786821411027560,1015215
5786821411027560,218819
5786821411027560,1272651
5786821411027560,1289707
292723,1079517
292723,1308624
292723,1530078
292723,1003435
292723,1015215
